Package, PID, Elapsed time, utime, stime, cutime, cstime, IO rchar, IO wchar, IO syscr, IO syscw, IO read_bytes, IO write_bytes, IO cancelled_write_bytes, rusage ru_utime, rusage ru_stime, rusage ru_maxrss, rusage ru_minflt, rusage ru_majflt, rusage ru_inblock, rusage ru_oublock, rusage ru_nvcsw, rusage ru_nivcsw, Child rusage ru_utime, Child rusage ru_stime, Child rusage ru_maxrss, Child rusage ru_minflt, Child rusage ru_majflt, Child rusage ru_inblock, Child rusage ru_oublock, Child rusage ru_nvcsw, Child rusage ru_nivcsw
libxinerama, 2266007, 0.75, 19, 2, 10, 3, 1279553, 216388, 2207, 506, 0, 204800, 4096, 0.197232, 0.029769999999999998, 67136, 14930, 0, 0, 200, 226, 332, 0.101074, 0.037266, 65052, 22013, 0, 0, 200, 255, 532
libxext-native, 1180155, 1.06, 22, 2, 10, 2, 1791812, 379840, 3700, 597, 0, 557056, 4096, 0.22591399999999998, 0.02378, 71736, 14999, 0, 0, 144, 56, 86, 0.10174899999999999, 0.027375, 69044, 17436, 3, 0, 944, 342, 296
gettext-minimal-native, 44876, 0.05, 6, 1, 1, 0, 660056, 237937, 539, 253, 0, 245760, 0, 0.060703999999999994, 0.011382, 61668, 13293, 0, 0, 104, 24, 5, 0.010725, 0.0008749999999999999, 58968, 3393, 0, 0, 376, 40, 3
opkg-utils-native, 618731, 0.30, 18, 2, 1, 0, 677581, 133495, 305, 199, 0, 163840, 0, 0.184558, 0.025751999999999997, 67720, 14258, 0, 0, 80, 11, 27, 0.016545, 0.003476, 65016, 1925, 0, 0, 240, 20, 22
cairo, 3637242, 9.63, 31, 4, 109, 25, 25563337, 13730323, 14880, 2286, 2109440, 13950976, 2269184, 0.311328, 0.049157, 59476, 15566, 0, 0, 312, 802, 315, 1.095693, 0.257735, 57388, 146139, 5, 4120, 26936, 2573, 4426
xmlto-native, 1038887, 0.70, 18, 2, 7, 0, 1340915, 236382, 2233, 657, 139264, 299008, 0, 0.187854, 0.025616, 70872, 13923, 0, 0, 144, 95, 75, 0.077572, 0.009607, 68180, 10786, 0, 272, 440, 186, 173
unzip, 1497244, 0.92, 18, 1, 4, 0, 1730227, 1262462, 928, 282, 188416, 1261568, 0, 0.18023999999999998, 0.012874, 62372, 14361, 0, 0, 168, 96, 217, 0.047621, 0.008133, 60292, 6490, 0, 368, 2296, 103, 161
vulkan-headers, 1445344, 1.30, 21, 4, 2, 7, 24652976, 24271959, 4574, 3535, 23302144, 24322048, 0, 0.216808, 0.040907, 61588, 14232, 0, 0, 184, 248, 333, 0.02332, 0.075296, 59492, 3630, 0, 45512, 47320, 1120, 410
shared-mime-info-native, 1043995, 2.73, 18, 3, 57, 11, 16360547, 7588793, 1348, 1618, 4096, 8884224, 0, 0.18575, 0.030326, 71680, 14041, 0, 0, 152, 49, 223, 0.571948, 0.111315, 68976, 23494, 0, 8, 17200, 1739, 1066
libxml2, 3016763, 11.39, 21, 1, 87, 16, 17602423, 12088361, 18899, 1707, 3485696, 12550144, 12288, 0.212144, 0.017678, 56256, 12499, 3, 32, 296, 418, 261, 0.871277, 0.162705, 54164, 103694, 1, 6776, 24216, 1497, 3812
libxcb, 1803910, 5.78, 19, 4, 120, 57, 13092077, 8052428, 122033, 6277, 184320, 15765504, 102400, 0.193856, 0.047365, 65568, 12113, 0, 0, 664, 607, 414, 1.201853, 0.5706829999999999, 63448, 175573, 2, 360, 30128, 6138, 17582
alsa-plugins, 3536156, 7.89, 26, 4, 83, 18, 7162096, 950902, 10708, 1729, 40960, 847872, 49152, 0.270057, 0.04951, 58992, 15323, 0, 0, 296, 515, 360, 0.836248, 0.183479, 56868, 156156, 2, 80, 1360, 2400, 2769
encodings, 1020574, 0.71, 18, 3, 7, 3, 1465171, 789481, 2928, 633, 4096, 876544, 0, 0.18464699999999998, 0.034352, 59740, 13459, 0, 0, 184, 419, 174, 0.070593, 0.031814, 57660, 10353, 0, 8, 1528, 230, 737
alsa-lib-native, 842856, 5.77, 19, 1, 47, 11, 9901859, 2703027, 13606, 1827, 0, 2838528, 4096, 0.19807899999999998, 0.019046, 70768, 11962, 0, 0, 264, 222, 125, 0.47273499999999996, 0.11330399999999999, 68060, 78441, 7, 0, 5280, 1134, 729
libunistring, 2215548, 1.36, 18, 2, 36, 15, 13201489, 4661356, 6235, 644, 999424, 4714496, 4096, 0.18284399999999998, 0.023849, 65840, 11835, 0, 40, 208, 204, 244, 0.36727499999999996, 0.15222, 63752, 54366, 2, 1912, 9000, 763, 1203
xcb-proto, 1539841, 1.08, 21, 2, 26, 7, 3019857, 2290459, 3962, 657, 868352, 2457600, 0, 0.214139, 0.021412999999999998, 62832, 13914, 0, 0, 200, 257, 274, 0.265135, 0.07678499999999999, 60752, 21396, 0, 1696, 4600, 561, 673
json-glib, 3006721, 1.90, 26, 3, 24, 9, 11807418, 2516881, 2900, 745, 20480, 2736128, 0, 0.266971, 0.037542, 56668, 14451, 2, 16, 224, 187, 367, 0.248406, 0.09705699999999999, 54588, 11926, 0, 24, 5120, 28, 1292
busybox, 2305081, 1.17, 21, 4, 5, 3, 5805097, 4693015, 1774, 662, 28672, 4743168, 12288, 0.212342, 0.046715, 68932, 16662, 0, 0, 208, 240, 250, 0.054176999999999996, 0.036934999999999996, 66856, 11116, 1, 56, 9056, 164, 351
libatomic-ops, 2014045, 4.09, 19, 1, 18, 8, 2839247, 1097698, 7025, 812, 499712, 1196032, 98304, 0.194456, 0.014228, 65328, 13942, 0, 0, 240, 276, 320, 0.187835, 0.08794099999999999, 63240, 36193, 1, 976, 2096, 1068, 913
libmnl, 2270735, 1.21, 20, 3, 16, 5, 2049498, 268991, 3139, 715, 0, 196608, 4096, 0.20640899999999998, 0.031755, 65920, 14678, 0, 0, 208, 322, 234, 0.16691899999999998, 0.05132, 63828, 34063, 0, 0, 176, 500, 725
connman-conf, 1442447, 0.10, 11, 1, 0, 0, 363962, 70427, 374, 125, 4096, 81920, 0, 0.11850999999999999, 0.011850999999999999, 61424, 14347, 0, 0, 144, 353, 19, 0.003845, 0.008182, 59348, 2158, 0, 8, 16, 71, 2
libcheck, 1849846, 1.15, 18, 3, 26, 7, 4093833, 722088, 7224, 691, 294912, 741376, 4096, 0.181064, 0.038523999999999996, 65120, 11991, 0, 0, 208, 1013, 375, 0.26986499999999997, 0.078302, 63028, 47404, 5, 576, 1240, 1147, 852
popt-native, 86037, 0.10, 10, 1, 4, 1, 1611298, 219117, 1405, 391, 0, 192512, 4096, 0.102515, 0.012301, 63368, 14250, 0, 0, 120, 39, 6, 0.041569999999999996, 0.016170999999999998, 60676, 15880, 0, 0, 256, 223, 20
bzip2-native, 151635, 0.18, 18, 2, 10, 1, 2107424, 319978, 2471, 624, 0, 327680, 28672, 0.189763, 0.024225, 64008, 13954, 0, 0, 184, 40, 20, 0.10473099999999999, 0.017343, 61304, 28866, 0, 0, 456, 401, 56
file-native, 258143, 0.24, 17, 0, 13, 4, 11338719, 8956972, 3011, 809, 0, 8904704, 4096, 0.171623, 0.0041849999999999995, 64920, 14483, 0, 0, 144, 63, 18, 0.138125, 0.049039, 62228, 35161, 3, 0, 17248, 510, 147
python3-pygobject, 3687970, 2.94, 33, 4, 40, 9, 12631588, 2634294, 2293, 418, 393216, 2727936, 0, 0.335597, 0.042430999999999996, 58812, 14400, 3, 24, 224, 179, 315, 0.405499, 0.093015, 56708, 19835, 1, 744, 5104, 389, 509
libxau, 1631249, 0.86, 18, 2, 10, 4, 1284452, 177531, 2139, 362, 0, 200704, 4096, 0.18970299999999998, 0.024217, 64520, 14331, 0, 0, 184, 156, 252, 0.101186, 0.0422, 62440, 22848, 0, 0, 208, 301, 616
zstd, 1501422, 37.09, 18, 4, 3627, 135, 186205154, 118962693, 27115, 17983, 53248, 63770624, 6934528, 0.18381499999999998, 0.041358, 62184, 14209, 0, 0, 464, 353, 219, 36.273953, 1.352729, 281996, 592692, 12, 104, 124088, 8717, 13325
zstd-native, 36976, 3.72, 9, 1, 1368, 67, 72311912, 12081134, 17275, 3476, 114688, 8421376, 978944, 0.096353, 0.017518, 62400, 14050, 0, 0, 264, 105, 22, 13.68038, 0.675281, 175216, 378924, 48, 224, 16184, 1864, 2171
