Package, PID, Elapsed time, utime, stime, cutime, cstime, IO rchar, IO wchar, IO syscr, IO syscw, IO read_bytes, IO write_bytes, IO cancelled_write_bytes, rusage ru_utime, rusage ru_stime, rusage ru_maxrss, rusage ru_minflt, rusage ru_majflt, rusage ru_inblock, rusage ru_oublock, rusage ru_nvcsw, rusage ru_nivcsw, Child rusage ru_utime, Child rusage ru_stime, Child rusage ru_maxrss, Child rusage ru_minflt, Child rusage ru_majflt, Child rusage ru_inblock, Child rusage ru_oublock, Child rusage ru_nvcsw, Child rusage ru_nivcsw
vulkan-headers, 283897, 0.06, 9, 3, 0, 0, 314301, 50668, 58, 66, 0, 45056, 0, 0.099796, 0.031934, 64692, 8060, 0, 0, 64, 2, 3, 0.000292, 0.0022819999999999997, 61972, 511, 0, 0, 24, 4, 1
puzzles, 695667, 0.04, 14, 0, 0, 0, 315354, 49282, 62, 68, 0, 45056, 0, 0.144625, 0.007817, 68664, 8045, 0, 0, 64, 3, 7, 0.000611, 0.003194, 65972, 513, 0, 0, 24, 4, 1
vulkan-loader, 298514, 0.05, 12, 0, 0, 0, 317338, 51621, 63, 68, 0, 45056, 0, 0.127769, 0.007743, 64524, 7996, 0, 0, 64, 2, 6, 0.0025199999999999997, 0.0, 61828, 512, 0, 0, 24, 3, 2
librepo, 561418, 0.06, 13, 1, 0, 0, 316695, 52299, 67, 71, 0, 45056, 0, 0.131155, 0.019872, 67004, 8150, 0, 0, 64, 2, 27, 0.003351, 0.0, 64308, 513, 0, 0, 24, 5, 41
libptytty, 685358, 0.03, 8, 1, 0, 0, 311668, 49153, 64, 75, 0, 45056, 0, 0.088253, 0.019185, 68612, 8153, 0, 0, 64, 7, 16, 0.000441, 0.0034549999999999997, 65916, 504, 0, 0, 24, 4, 9
libjpeg-turbo-native, 372108, 0.04, 14, 1, 0, 0, 526704, 41215, 73, 82, 0, 40960, 0, 0.147642, 0.014060999999999999, 65804, 8332, 0, 0, 64, 5, 239, 0.000547, 0.002923, 63104, 504, 0, 0, 16, 5, 31
nghttp2, 572467, 0.06, 14, 0, 0, 0, 319047, 51955, 68, 71, 0, 45056, 0, 0.144648, 0.008258999999999999, 66920, 8013, 0, 0, 64, 3, 18, 0.0032719999999999997, 0.0, 64204, 516, 0, 0, 24, 5, 0
libjpeg-turbo, 311247, 0.05, 10, 0, 0, 0, 315980, 50764, 60, 67, 0, 45056, 0, 0.102696, 0.0041069999999999995, 64904, 7921, 0, 0, 64, 3, 8, 0.000508, 0.002046, 62184, 506, 0, 0, 24, 4, 2
libdnf-native, 760008, 0.06, 17, 2, 0, 0, 539843, 44991, 85, 81, 0, 36864, 0, 0.179966, 0.023995, 70724, 8933, 0, 0, 56, 3, 41, 0.000632, 0.0031569999999999997, 68028, 501, 0, 0, 16, 5, 3
taglib, 637755, 0.07, 13, 0, 0, 0, 314177, 49095, 62, 68, 0, 45056, 0, 0.13758399999999998, 0.007861, 67744, 8058, 0, 0, 64, 3, 24, 0.003042, 0.000347, 65052, 505, 0, 0, 24, 4, 6
libsdl2-native, 795927, 0.06, 16, 1, 0, 0, 528723, 54138, 1143, 160, 0, 32768, 0, 0.169679, 0.011311, 70204, 6842, 0, 0, 48, 33, 72, 0.004128, 0.0, 67496, 502, 0, 0, 16, 5, 41
libical, 315305, 0.10, 12, 2, 0, 0, 321183, 53094, 71, 70, 0, 45056, 0, 0.12918, 0.023486999999999997, 65300, 8091, 0, 0, 64, 2, 37, 0.003482, 0.0, 62596, 506, 0, 0, 24, 5, 3
glslang-native, 302199, 0.02, 10, 1, 0, 0, 526520, 40819, 70, 74, 0, 36864, 0, 0.107902, 0.01245, 65444, 8441, 0, 0, 56, 3, 2, 0.000317, 0.002029, 62740, 508, 0, 0, 16, 4, 3
libsolv, 572128, 0.11, 11, 3, 0, 0, 312197, 47635, 58, 66, 0, 45056, 0, 0.11278099999999999, 0.033833999999999996, 66784, 7965, 0, 0, 64, 3, 18, 0.0037319999999999996, 0.0, 64088, 508, 0, 0, 24, 4, 3
spirv-headers-native, 577604, 0.04, 17, 1, 0, 0, 524593, 40078, 68, 75, 0, 40960, 0, 0.177833, 0.012702, 67888, 8524, 0, 0, 64, 3, 208, 0.002891, 0.0, 65188, 506, 0, 0, 16, 4, 0
llvm-native, 2717437, 0.11, 17, 0, 0, 0, 528611, 38375, 67, 72, 0, 32768, 0, 0.17724199999999998, 0.003938, 73632, 7288, 0, 0, 48, 3, 64, 0.004215, 0.0, 70924, 496, 0, 0, 16, 5, 1
spirv-tools-native, 663451, 0.06, 15, 2, 0, 0, 525318, 47330, 101, 123, 0, 36864, 0, 0.158865, 0.02444, 68464, 8488, 0, 0, 56, 21, 35, 0.0034939999999999997, 0.000527, 65764, 501, 0, 0, 16, 4, 24
libcomps-native, 759592, 0.07, 14, 2, 0, 0, 528092, 44716, 109, 126, 0, 36864, 0, 0.144282, 0.022781, 70588, 8869, 0, 0, 56, 21, 82, 0.0036409999999999997, 0.0, 67884, 491, 0, 0, 16, 5, 22
libdnf, 640455, 0.08, 15, 0, 0, 0, 328459, 56172, 83, 84, 0, 45056, 0, 0.158431, 0.0036, 68236, 8179, 0, 0, 64, 7, 182, 0.00047599999999999997, 0.0031509999999999997, 65556, 511, 0, 0, 24, 4, 4
rust-llvm-native, 358357, 0.03, 16, 1, 0, 0, 529186, 41390, 71, 75, 0, 36864, 0, 0.164178, 0.011727, 66296, 8615, 0, 0, 56, 2, 18, 0.002549, 0.0, 63592, 502, 0, 0, 16, 4, 3
