Package, PID, Elapsed time, utime, stime, cutime, cstime, IO rchar, IO wchar, IO syscr, IO syscw, IO read_bytes, IO write_bytes, IO cancelled_write_bytes, rusage ru_utime, rusage ru_stime, rusage ru_maxrss, rusage ru_minflt, rusage ru_majflt, rusage ru_inblock, rusage ru_oublock, rusage ru_nvcsw, rusage ru_nivcsw, Child rusage ru_utime, Child rusage ru_stime, Child rusage ru_maxrss, Child rusage ru_minflt, Child rusage ru_majflt, Child rusage ru_inblock, Child rusage ru_oublock, Child rusage ru_nvcsw, Child rusage ru_nivcsw
libassuan-native, 672802, 0.01, 7, 1, 0, 0, 507145, 52105, 39, 68, 4096, 53248, 0, 0.072933, 0.011515, 67580, 6901, 0, 8, 104, 1, 6, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0
kmod-native, 68435, 0.02, 6, 1, 1, 0, 1073554, 59750, 240, 80, 0, 53248, 0, 0.062813, 0.015702999999999998, 62216, 8075, 0, 0, 104, 2, 3, 0.010931, 0.001339, 58328, 1940, 0, 0, 0, 7, 1
libcap-native, 24205, 6.76, 6, 1, 0, 0, 728600, 252253, 353, 396, 0, 258048, 0, 0.063081, 0.011826999999999999, 60112, 8069, 0, 0, 120, 37, 2, 0.005006, 0.0, 56576, 898, 0, 0, 384, 122, 1
libcap-ng-native, 25339, 7.64, 7, 0, 0, 0, 1014049, 515694, 509, 750, 0, 516096, 0, 0.073186, 0.008131, 60184, 7995, 0, 0, 112, 56, 6, 0.0013779999999999999, 0.005729, 56640, 899, 0, 0, 896, 157, 0
qemu-helper-native, 794708, 0.01, 5, 0, 0, 0, 269904, 14080, 19, 39, 0, 20480, 0, 0.057179999999999995, 0.006353, 67680, 4470, 0, 0, 40, 0, 124, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0
libyaml-native, 683002, 0.01, 8, 0, 0, 0, 502623, 46509, 31, 60, 0, 53248, 0, 0.083684, 0.007607, 68072, 6951, 0, 0, 104, 0, 53, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0
freetype-native, 44253, 0.02, 6, 0, 0, 0, 505633, 47684, 35, 62, 0, 53248, 0, 0.065855, 0.0038729999999999997, 61640, 6893, 0, 0, 104, 0, 1, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0
tzcode-native, 585182, 8.79, 8, 0, 0, 1, 1138165, 822753, 948, 1238, 0, 827392, 0, 0.081564, 0.003707, 66016, 6883, 0, 0, 136, 75, 86, 0.0036439999999999997, 0.013491999999999999, 62796, 1812, 0, 0, 1480, 446, 11
icon-naming-utils-native, 637028, 0.09, 8, 0, 0, 0, 615349, 130330, 266, 260, 0, 131072, 0, 0.080745, 0.004037, 67248, 8064, 0, 0, 112, 48, 47, 0.0042109999999999995, 0.0, 63596, 814, 0, 0, 144, 49, 2
libcomps-native, 691865, 0.09, 14, 0, 2, 0, 1043058, 56396, 226, 72, 0, 57344, 0, 0.14474399999999998, 0.0042569999999999995, 67764, 8255, 0, 0, 112, 3, 52, 0.020402, 0.0, 64696, 1947, 0, 0, 0, 7, 7
libxfixes-native, 69490, 0.02, 6, 0, 0, 0, 506014, 48415, 37, 63, 0, 53248, 0, 0.065902, 0.0077529999999999995, 62568, 7065, 0, 0, 104, 0, 3, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0
util-linux-libuuid-native, 18163, 6.88, 17, 1, 2, 4, 8946385, 8474600, 8124, 11967, 0, 8437760, 0, 0.17852099999999999, 0.012454, 66468, 9414, 0, 0, 136, 517, 17, 0.02728, 0.041447, 55424, 898, 0, 0, 16344, 5512, 17
libxcb-native, 44114, 0.02, 5, 1, 0, 0, 505787, 50628, 35, 66, 0, 53248, 0, 0.059614999999999994, 0.011923, 61608, 6867, 0, 0, 104, 0, 3, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0
dtc-native, 794609, 3.85, 15, 0, 21, 6, 7554712, 4986783, 8241, 1594, 0, 1912832, 12288, 0.152714, 0.004242, 68852, 8757, 2, 0, 152, 228, 71, 0.211232, 0.061295999999999996, 65108, 12220, 0, 0, 3584, 1917, 129
ca-certificates-native, 50191, 3.51, 8, 0, 21, 3, 8060133, 5071794, 5346, 1308, 0, 1867776, 12288, 0.081153, 0.004057, 62364, 10145, 0, 0, 152, 97, 4, 0.217379, 0.03261, 58800, 15760, 0, 0, 3496, 1351, 49
python3-pygments-native, 38576, 1.82, 12, 0, 0, 1, 5430931, 4952713, 4920, 7056, 0, 4939776, 0, 0.1271, 0.003851, 65060, 8846, 0, 0, 120, 316, 7, 0.007930999999999999, 0.016291, 57900, 904, 0, 0, 9528, 3116, 7
libpciaccess-native, 698605, 0.01, 8, 1, 0, 0, 505920, 51693, 37, 67, 4096, 53248, 0, 0.08348799999999999, 0.015902, 68452, 7158, 0, 8, 104, 1, 3, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0
cmake-native, 17891, 54.78, 16, 3, 3, 8, 11340235, 11075211, 9838, 15570, 0, 11055104, 0, 0.168656, 0.0353, 65728, 7240, 0, 0, 128, 660, 30, 0.03685, 0.080062, 54364, 904, 0, 0, 21464, 6512, 23
flex-native, 9053, 1.58, 17, 0, 0, 1, 2003143, 1507950, 1481, 2178, 0, 1490944, 0, 0.17182899999999998, 0.0076359999999999996, 58992, 8101, 0, 0, 128, 109, 8, 0.005796, 0.013142, 55148, 912, 0, 0, 2784, 804, 3
unfs3-native, 795081, 1.13, 13, 1, 13, 5, 4887524, 1895132, 4372, 1214, 0, 802816, 12288, 0.130558, 0.015359, 68600, 8434, 0, 0, 152, 110, 90, 0.13122, 0.054837, 64772, 11833, 0, 0, 1416, 831, 134
libffi-native, 18226, 1.54, 9, 0, 0, 1, 1986647, 1438710, 1590, 2109, 0, 1429504, 0, 0.0928, 0.004419, 59288, 8330, 0, 0, 120, 132, 6, 0.0, 0.014554999999999998, 55436, 932, 0, 0, 2672, 829, 5
m4-native, 8803, 13.66, 8, 1, 0, 1, 3322505, 3031361, 2625, 4310, 0, 3022848, 0, 0.08187, 0.018607, 58216, 5848, 0, 0, 120, 177, 13, 0.009805, 0.015996, 53716, 902, 0, 0, 5784, 1630, 8
make-native, 11124, 3.75, 10, 1, 0, 0, 2915671, 2419617, 1661, 3438, 0, 2416640, 0, 0.10016599999999999, 0.012019, 58816, 8353, 0, 0, 120, 113, 82, 0.008270999999999999, 0.007048, 54944, 900, 1, 0, 4600, 833, 4
makedevs-native, 696814, 0.01, 12, 0, 0, 0, 480941, 15491, 21, 43, 0, 20480, 0, 0.12485399999999999, 0.008055, 67528, 6784, 0, 0, 40, 0, 5, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0
python3-markupsafe-native, 38569, 0.12, 7, 1, 0, 0, 573031, 85166, 264, 185, 0, 81920, 0, 0.075393, 0.015872, 61788, 8350, 0, 0, 120, 18, 2, 0.004267, 0.002655, 57900, 899, 0, 0, 40, 21, 1
