Package, PID, Elapsed time, utime, stime, cutime, cstime, IO rchar, IO wchar, IO syscr, IO syscw, IO read_bytes, IO write_bytes, IO cancelled_write_bytes, rusage ru_utime, rusage ru_stime, rusage ru_maxrss, rusage ru_minflt, rusage ru_majflt, rusage ru_inblock, rusage ru_oublock, rusage ru_nvcsw, rusage ru_nivcsw, Child rusage ru_utime, Child rusage ru_stime, Child rusage ru_maxrss, Child rusage ru_minflt, Child rusage ru_majflt, Child rusage ru_inblock, Child rusage ru_oublock, Child rusage ru_nvcsw, Child rusage ru_nivcsw
libassuan-native, 694127, 0.03, 14, 2, 0, 0, 660272, 111076, 141, 74, 0, 114688, 0, 0.148718, 0.020097, 67852, 8256, 0, 0, 96, 2, 18, 0.006297, 0.0, 62504, 593, 0, 0, 128, 8, 2
kmod-native, 686473, 0.02, 13, 1, 0, 0, 591502, 50274, 53, 59, 4096, 53248, 0, 0.137925, 0.019703, 68132, 7089, 0, 8, 104, 1, 88, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0
libcap-native, 633670, 0.01, 6, 0, 0, 0, 544957, 42627, 30, 47, 12288, 53248, 0, 0.065718, 0.008213999999999999, 67188, 6931, 0, 24, 104, 3, 3, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0
libcap-ng-native, 49623, 0.02, 6, 0, 0, 0, 564549, 46005, 40, 53, 0, 53248, 0, 0.067013, 0.007883, 62044, 6913, 0, 0, 104, 0, 2, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0
libyaml-native, 696678, 0.03, 14, 0, 0, 0, 655739, 108070, 133, 70, 0, 114688, 0, 0.146057, 0.007894, 67724, 8300, 0, 0, 96, 2, 3, 0.003934, 0.001535, 62504, 594, 0, 0, 128, 8, 1
freetype-native, 532502, 0.02, 6, 1, 0, 0, 566658, 46938, 40, 53, 0, 53248, 0, 0.06250599999999999, 0.015626, 66604, 7179, 0, 0, 104, 0, 15, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0
tzcode-native, 697394, 0.01, 6, 1, 0, 0, 332394, 40681, 28, 43, 0, 53248, 0, 0.067157, 0.015801, 67164, 6539, 0, 0, 104, 0, 23, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0
icon-naming-utils-native, 699453, 0.01, 9, 0, 0, 0, 567263, 46628, 40, 53, 0, 49152, 0, 0.097522, 0.0039, 68700, 7195, 0, 0, 96, 0, 5, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0
libcomps-native, 699539, 0.01, 9, 1, 0, 0, 555154, 45436, 39, 51, 0, 49152, 0, 0.09566799999999999, 0.011958, 68860, 7523, 0, 0, 96, 0, 4, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0
libxfixes-native, 575086, 0.02, 12, 1, 0, 0, 567039, 47692, 42, 54, 0, 53248, 0, 0.12503799999999998, 0.015629, 67352, 6984, 0, 0, 104, 0, 38, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0
util-linux-libuuid-native, 181470, 0.04, 13, 2, 0, 0, 566863, 47601, 42, 54, 0, 49152, 0, 0.131706, 0.023946, 63576, 6957, 0, 0, 96, 0, 2, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0
