Package, PID, Elapsed time, utime, stime, cutime, cstime, IO rchar, IO wchar, IO syscr, IO syscw, IO read_bytes, IO write_bytes, IO cancelled_write_bytes, rusage ru_utime, rusage ru_stime, rusage ru_maxrss, rusage ru_minflt, rusage ru_majflt, rusage ru_inblock, rusage ru_oublock, rusage ru_nvcsw, rusage ru_nivcsw, Child rusage ru_utime, Child rusage ru_stime, Child rusage ru_maxrss, Child rusage ru_minflt, Child rusage ru_majflt, Child rusage ru_inblock, Child rusage ru_oublock, Child rusage ru_nvcsw, Child rusage ru_nivcsw
dtc-native, 793993, 0.10, 16, 0, 0, 0, 541835, 47520, 100, 94, 0, 32768, 0, 0.164759, 0.007489, 70548, 6899, 0, 0, 48, 9, 122, 0.004556999999999999, 0.0, 67840, 563, 0, 0, 16, 5, 15
virglrenderer-native, 793928, 0.08, 14, 2, 0, 0, 545934, 51203, 107, 102, 0, 36864, 0, 0.148089, 0.027278999999999998, 70208, 6796, 0, 0, 56, 11, 80, 0.003833, 0.000504, 67500, 569, 0, 0, 16, 5, 10
pango-native, 578511, 0.06, 14, 1, 0, 0, 558440, 51304, 110, 91, 0, 36864, 0, 0.148332, 0.016481, 67792, 8582, 0, 0, 56, 4, 167, 0.003003, 0.000406, 65084, 578, 0, 0, 16, 5, 1
glib-2.0-native, 30191, 0.02, 8, 0, 0, 0, 568647, 53230, 112, 94, 0, 36864, 0, 0.088782, 0.007719999999999999, 62144, 8269, 0, 0, 56, 4, 1, 0.000563, 0.001646, 59432, 569, 0, 0, 16, 5, 0
libslirp-native, 793893, 0.11, 14, 2, 0, 0, 541761, 48484, 101, 95, 0, 36864, 0, 0.147623, 0.024603, 70188, 6783, 0, 0, 56, 9, 63, 0.004091, 0.0, 67484, 560, 0, 0, 16, 5, 12
libmodulemd-native, 706551, 0.11, 18, 1, 0, 0, 546470, 48675, 98, 85, 0, 36864, 0, 0.18117, 0.015753, 70356, 8852, 0, 0, 56, 4, 106, 0.004861, 0.0, 67636, 577, 0, 0, 16, 5, 2
xorgproto-native, 31913, 0.02, 7, 1, 0, 0, 542224, 46238, 90, 82, 0, 36864, 0, 0.078204, 0.011729999999999999, 62364, 8286, 0, 0, 56, 4, 1, 0.002068, 0.0, 59660, 573, 0, 0, 16, 5, 1
shared-mime-info-native, 42436, 0.02, 7, 1, 0, 0, 546525, 48880, 96, 85, 0, 36864, 0, 0.072068, 0.011379, 62328, 8181, 0, 0, 56, 4, 4, 0.001927, 0.0, 59620, 576, 0, 0, 16, 5, 0
wayland-native, 32874, 0.02, 7, 0, 0, 0, 552221, 47277, 94, 82, 0, 36864, 0, 0.078641, 0.008277999999999999, 62160, 8244, 0, 0, 56, 4, 5, 0.002119, 0.0, 59436, 562, 0, 0, 16, 5, 1
mesa-native, 705837, 0.06, 21, 1, 0, 0, 561231, 49672, 111, 98, 0, 36864, 0, 0.21343199999999998, 0.019056, 70688, 9071, 0, 0, 56, 9, 82, 0.000589, 0.003851, 67964, 576, 0, 0, 16, 5, 20
gobject-introspection-native, 37998, 0.02, 8, 0, 0, 0, 574075, 53511, 109, 92, 0, 36864, 0, 0.087119, 0.003959, 62684, 8415, 0, 0, 56, 4, 1, 0.0022919999999999998, 0.0, 59992, 579, 0, 0, 16, 5, 0
pixman-native, 528125, 0.03, 9, 0, 0, 0, 543289, 46299, 95, 83, 0, 40960, 0, 0.09955499999999999, 0.0, 67224, 8554, 0, 0, 64, 4, 5, 0.000552, 0.0018, 64520, 574, 0, 0, 16, 5, 0
at-spi2-core-native, 637248, 0.02, 8, 1, 0, 0, 560206, 51246, 107, 89, 0, 40960, 0, 0.08841199999999999, 0.012629999999999999, 68364, 8417, 0, 0, 64, 3, 1, 0.000548, 0.0021709999999999998, 65664, 577, 0, 0, 16, 5, 2
wayland-protocols-native, 705541, 0.08, 16, 1, 0, 0, 546064, 48954, 99, 87, 0, 36864, 0, 0.1692, 0.0188, 70132, 8840, 0, 0, 56, 5, 88, 0.001067, 0.003097, 67428, 576, 1, 0, 16, 5, 10
