Package, PID, Elapsed time, utime, stime, cutime, cstime, IO rchar, IO wchar, IO syscr, IO syscw, IO read_bytes, IO write_bytes, IO cancelled_write_bytes, rusage ru_utime, rusage ru_stime, rusage ru_maxrss, rusage ru_minflt, rusage ru_majflt, rusage ru_inblock, rusage ru_oublock, rusage ru_nvcsw, rusage ru_nivcsw, Child rusage ru_utime, Child rusage ru_stime, Child rusage ru_maxrss, Child rusage ru_minflt, Child rusage ru_majflt, Child rusage ru_inblock, Child rusage ru_oublock, Child rusage ru_nvcsw, Child rusage ru_nivcsw
libassuan-native, 750772, 0.50, 33, 6, 6, 4, 2115849, 716302, 2073, 1005, 0, 499712, 8192, 0.335814, 0.064873, 70780, 35682, 0, 0, 624, 235, 282, 0.065708, 0.048887, 68756, 15725, 1, 0, 352, 263, 281
kmod-native, 968054, 1.24, 32, 7, 12, 4, 3534913, 1275863, 2552, 1090, 0, 880640, 0, 0.320968, 0.074069, 71252, 31644, 0, 0, 992, 296, 134, 0.12084099999999999, 0.040165, 69076, 17783, 1, 0, 728, 308, 354
libcap-native, 169762, 0.37, 19, 6, 10, 5, 3425648, 991537, 2998, 1059, 0, 688128, 0, 0.19874499999999998, 0.067573, 64440, 37860, 0, 0, 752, 147, 52, 0.103943, 0.057271999999999997, 62260, 26617, 0, 0, 592, 306, 134
libcap-ng-native, 170105, 0.47, 24, 5, 8, 7, 2562056, 708779, 2870, 1055, 0, 516096, 0, 0.241585, 0.056066, 64548, 38688, 0, 0, 640, 154, 52, 0.08818899999999999, 0.072623, 62404, 27003, 0, 0, 368, 263, 156
qemu-helper-native, 3997872, 0.31, 18, 5, 4, 2, 967094, 320603, 1141, 762, 4096, 225280, 0, 0.18210199999999999, 0.052607, 71424, 28922, 0, 8, 360, 76, 10, 0.044919, 0.025025, 68824, 10580, 0, 0, 80, 170, 11
libyaml-native, 742031, 1.17, 29, 4, 6, 3, 3035161, 1068726, 1777, 913, 0, 585728, 0, 0.296929, 0.041874, 70804, 29042, 0, 0, 664, 183, 105, 0.066078, 0.038511, 68680, 12056, 3, 0, 480, 239, 270
freetype-native, 425807, 0.24, 18, 4, 8, 2, 9866358, 4159574, 2695, 1102, 0, 2359296, 0, 0.18531499999999998, 0.042116999999999995, 66884, 29057, 0, 0, 2032, 98, 15, 0.081506, 0.026951, 64708, 13918, 0, 0, 2576, 272, 31
tzcode-native, 687537, 0.68, 25, 4, 5, 4, 1990133, 692345, 1859, 805, 0, 479232, 0, 0.251907, 0.045426, 69196, 30113, 0, 0, 552, 267, 65, 0.059511999999999995, 0.049751, 67024, 14315, 0, 0, 384, 208, 327
icon-naming-utils-native, 854523, 1.06, 31, 4, 7, 2, 1275102, 391421, 1438, 833, 0, 245760, 4096, 0.31797, 0.045971, 71072, 28195, 0, 0, 400, 217, 120, 0.070742, 0.021324, 68952, 11059, 2, 0, 80, 186, 246
libcomps-native, 985582, 0.28, 23, 6, 5, 4, 6363150, 2630883, 2084, 973, 0, 2043904, 0, 0.238316, 0.06462799999999999, 70400, 30734, 0, 0, 3016, 97, 47, 0.058245, 0.04788, 68172, 15876, 4, 0, 976, 237, 57
