Package, PID, Elapsed time, utime, stime, cutime, cstime, IO rchar, IO wchar, IO syscr, IO syscw, IO read_bytes, IO write_bytes, IO cancelled_write_bytes, rusage ru_utime, rusage ru_stime, rusage ru_maxrss, rusage ru_minflt, rusage ru_majflt, rusage ru_inblock, rusage ru_oublock, rusage ru_nvcsw, rusage ru_nivcsw, Child rusage ru_utime, Child rusage ru_stime, Child rusage ru_maxrss, Child rusage ru_minflt, Child rusage ru_majflt, Child rusage ru_inblock, Child rusage ru_oublock, Child rusage ru_nvcsw, Child rusage ru_nivcsw
libassuan-native, 775376, 0.13, 16, 3, 1, 0, 995806, 357404, 430, 250, 0, 135168, 0, 0.162132, 0.034741999999999995, 71068, 16321, 0, 0, 184, 29, 41, 0.019343, 0.009309999999999999, 68256, 4248, 1, 0, 80, 98, 70
kmod-native, 790389, 0.38, 18, 4, 2, 0, 1019263, 359367, 456, 254, 0, 135168, 0, 0.182009, 0.042327, 71144, 16678, 0, 0, 184, 48, 117, 0.022424, 0.00979, 68328, 4214, 0, 0, 80, 102, 63
libcap-native, 783647, 0.45, 16, 1, 2, 0, 970637, 350299, 442, 242, 0, 135168, 0, 0.163012, 0.019406, 71016, 16055, 0, 0, 184, 49, 146, 0.025563, 0.00666, 68216, 4181, 0, 0, 80, 96, 97
libcap-ng-native, 784508, 0.39, 17, 3, 2, 0, 992154, 356055, 453, 248, 0, 135168, 0, 0.177957, 0.030289999999999997, 71072, 16183, 0, 0, 184, 52, 46, 0.028568, 0.0037229999999999997, 68316, 4252, 0, 0, 80, 97, 83
libyaml-native, 775225, 0.14, 12, 3, 1, 1, 991034, 354497, 412, 246, 0, 135168, 0, 0.126241, 0.035505, 71008, 16230, 0, 0, 184, 31, 28, 0.016121, 0.012102, 68176, 4263, 1, 0, 80, 83, 97
freetype-native, 767800, 0.15, 15, 4, 1, 1, 994275, 356126, 476, 248, 0, 139264, 0, 0.157238, 0.04324, 71208, 18317, 0, 0, 192, 62, 57, 0.015872999999999998, 0.014757999999999999, 68408, 4269, 0, 0, 80, 77, 88
tzcode-native, 780168, 0.48, 13, 1, 2, 0, 758326, 349275, 400, 238, 0, 135168, 0, 0.131301, 0.018757, 69708, 15502, 0, 0, 184, 32, 210, 0.024201, 0.008654, 66908, 4109, 2, 0, 80, 110, 57
icon-naming-utils-native, 781528, 0.38, 17, 3, 1, 1, 995869, 357698, 468, 248, 0, 139264, 0, 0.17376999999999998, 0.030892, 71276, 16176, 0, 0, 192, 59, 90, 0.01698, 0.016305999999999998, 68468, 4271, 0, 0, 80, 71, 118
libcomps-native, 788720, 0.40, 18, 2, 2, 0, 982262, 354565, 442, 246, 0, 135168, 0, 0.18862299999999999, 0.026407, 71552, 16596, 0, 0, 184, 50, 66, 0.029337, 0.004637, 68748, 4258, 0, 0, 80, 96, 72
libxfixes-native, 774777, 0.14, 14, 2, 1, 0, 994697, 356790, 387, 249, 0, 139264, 0, 0.143875, 0.027975, 71080, 16133, 0, 0, 192, 17, 53, 0.019285999999999998, 0.008641, 68272, 4230, 0, 0, 80, 82, 69
util-linux-libuuid-native, 784471, 0.38, 16, 5, 2, 0, 995445, 358256, 451, 249, 0, 135168, 0, 0.162378, 0.051484999999999996, 71264, 16270, 0, 0, 184, 52, 55, 0.027842, 0.003799, 68448, 4272, 0, 0, 80, 81, 95
libxcb-native, 774293, 0.10, 13, 2, 1, 1, 994144, 355618, 402, 248, 0, 139264, 0, 0.135686, 0.028782, 71184, 16129, 0, 0, 192, 23, 79, 0.011033, 0.01714, 68372, 4272, 0, 0, 80, 128, 14
ca-certificates-native, 765010, 0.16, 15, 3, 1, 1, 975168, 352424, 455, 242, 0, 139264, 0, 0.15689, 0.0353, 70896, 18342, 0, 0, 192, 52, 78, 0.013628999999999999, 0.01664, 68076, 4187, 1, 0, 80, 79, 90
python3-pygments-native, 769537, 0.12, 16, 2, 0, 2, 977276, 357010, 426, 248, 0, 139264, 0, 0.16411699999999999, 0.024617, 70924, 18074, 0, 0, 192, 30, 29, 0.008185, 0.021671, 68124, 4277, 0, 0, 80, 81, 75
cmake-native, 789095, 0.49, 10, 4, 3, 0, 757992, 349419, 386, 238, 0, 135168, 0, 0.108023, 0.040507999999999995, 69252, 15232, 0, 0, 184, 34, 88, 0.031682999999999996, 0.002484, 66452, 4473, 0, 0, 80, 112, 57
flex-native, 785050, 0.42, 17, 0, 1, 1, 1004192, 357385, 472, 251, 0, 135168, 0, 0.176444, 0.008607, 71432, 16362, 0, 0, 184, 59, 40, 0.013937, 0.019436, 68632, 4267, 2, 0, 80, 70, 89
libffi-native, 783727, 0.37, 15, 2, 2, 0, 994740, 356204, 422, 249, 0, 135168, 0, 0.15344, 0.025573, 71156, 16245, 0, 0, 184, 34, 78, 0.024326, 0.00594, 68344, 4253, 0, 0, 80, 69, 49
m4-native, 786649, 0.45, 12, 2, 2, 1, 794585, 357562, 433, 248, 0, 139264, 0, 0.12207, 0.023625999999999998, 69808, 15583, 0, 0, 184, 39, 37, 0.022171, 0.010406, 67008, 4259, 0, 0, 88, 77, 61
make-native, 782838, 0.47, 16, 3, 1, 1, 993200, 356471, 454, 250, 0, 135168, 0, 0.162872, 0.039617, 71168, 16176, 0, 0, 184, 51, 287, 0.018465, 0.012553, 68352, 4254, 0, 0, 80, 76, 88
makedevs-native, 792185, 0.44, 14, 3, 2, 0, 968769, 350084, 398, 241, 0, 135168, 0, 0.141058, 0.034196, 70768, 15934, 0, 0, 184, 31, 80, 0.025692, 0.008154999999999999, 67968, 4222, 0, 0, 80, 83, 45
python3-markupsafe-native, 769517, 0.15, 18, 3, 1, 1, 986947, 358592, 428, 250, 0, 139264, 0, 0.183108, 0.039806, 70908, 18315, 0, 0, 192, 33, 36, 0.016337, 0.012603, 68084, 4271, 0, 0, 80, 75, 44
texinfo-dummy-native, 787729, 0.48, 10, 2, 2, 0, 758440, 349449, 435, 237, 0, 135168, 0, 0.107004, 0.020576999999999998, 69120, 15236, 0, 0, 184, 51, 42, 0.024794999999999998, 0.0068379999999999995, 66320, 4226, 0, 0, 80, 88, 93
cargo-native, 766920, 0.13, 21, 3, 1, 1, 1010575, 356797, 437, 250, 0, 139264, 0, 0.215325, 0.035886999999999995, 71580, 19169, 0, 0, 192, 37, 61, 0.01829, 0.011182, 68780, 4270, 0, 0, 80, 84, 45
gmp-native, 789815, 0.48, 19, 1, 2, 0, 994459, 355649, 429, 249, 0, 135168, 0, 0.19261399999999998, 0.016749, 70992, 16057, 0, 0, 184, 40, 60, 0.024206, 0.008411, 68184, 4248, 1, 0, 80, 74, 44
ldconfig-native, 791758, 0.42, 10, 2, 2, 0, 758423, 349086, 414, 237, 0, 135168, 0, 0.107182, 0.023818, 69168, 15251, 0, 0, 184, 39, 45, 0.027809, 0.003987, 66360, 4202, 1, 0, 80, 73, 55
libssh2-native, 764173, 0.18, 16, 3, 2, 0, 1000744, 356606, 418, 249, 0, 139264, 0, 0.165597, 0.038481, 71160, 18391, 0, 0, 192, 32, 46, 0.026157999999999997, 0.005135, 68360, 4247, 0, 0, 80, 73, 42
libical-native, 774032, 0.13, 15, 2, 2, 0, 987029, 356479, 425, 249, 0, 139264, 0, 0.15089, 0.026404999999999998, 71260, 16397, 0, 0, 192, 24, 109, 0.020974, 0.007722, 68500, 4261, 0, 0, 80, 111, 19
libtool-native, 791333, 0.42, 11, 2, 1, 1, 784454, 355533, 429, 244, 0, 135168, 0, 0.111911, 0.026858, 69400, 15428, 0, 0, 184, 39, 44, 0.018955, 0.014348999999999999, 66592, 4253, 0, 0, 80, 71, 50
fontconfig-native, 773558, 0.13, 15, 3, 1, 1, 994745, 357204, 427, 249, 0, 139264, 0, 0.154521, 0.033919, 71108, 18532, 0, 0, 192, 31, 74, 0.015394999999999999, 0.014287, 68308, 4259, 0, 0, 80, 96, 39
curl-native, 788524, 0.41, 18, 1, 1, 1, 1024676, 358416, 493, 253, 0, 135168, 0, 0.180843, 0.016822, 71252, 16599, 0, 0, 184, 67, 172, 0.016562999999999998, 0.015642, 68452, 4265, 1, 0, 80, 71, 115
util-macros-native, 774151, 0.11, 12, 3, 1, 1, 991816, 356548, 398, 248, 0, 139264, 0, 0.12355899999999999, 0.032949, 71020, 16300, 0, 0, 192, 20, 26, 0.014107, 0.01333, 68208, 4236, 0, 0, 80, 76, 37
docbook-xml-dtd4-native, 775615, 0.10, 16, 2, 0, 1, 975377, 352278, 415, 243, 0, 139264, 0, 0.161298, 0.023604, 71072, 15929, 0, 0, 192, 32, 26, 0.009863, 0.015805, 68272, 4241, 0, 0, 80, 121, 31
quilt-native, 792647, 0.43, 12, 1, 2, 0, 792747, 356299, 427, 247, 0, 135168, 0, 0.12936599999999998, 0.01568, 69488, 15570, 1, 0, 184, 41, 106, 0.026101, 0.006018, 66688, 4267, 0, 0, 80, 65, 67
libfontenc-native, 764114, 0.14, 21, 1, 2, 0, 994617, 356951, 444, 249, 0, 135168, 0, 0.21311, 0.019732, 70924, 18138, 0, 0, 184, 43, 158, 0.026591, 0.003908, 68124, 4249, 0, 0, 80, 90, 70
