Package, PID, Elapsed time, utime, stime, cutime, cstime, IO rchar, IO wchar, IO syscr, IO syscw, IO read_bytes, IO write_bytes, IO cancelled_write_bytes, rusage ru_utime, rusage ru_stime, rusage ru_maxrss, rusage ru_minflt, rusage ru_majflt, rusage ru_inblock, rusage ru_oublock, rusage ru_nvcsw, rusage ru_nivcsw, Child rusage ru_utime, Child rusage ru_stime, Child rusage ru_maxrss, Child rusage ru_minflt, Child rusage ru_majflt, Child rusage ru_inblock, Child rusage ru_oublock, Child rusage ru_nvcsw, Child rusage ru_nivcsw
alsa-ucm-conf, 1346552, 5.87, 112, 57, 451, 47, 9857140, 4396986, 30398, 1439, 1601536, 3629056, 0, 1.127928, 0.571689, 62512, 29258, 0, 144, 1032, 1362, 10997, 4.518647, 0.473945, 423016, 166955, 0, 2984, 6056, 11657, 7875
encodings, 1346492, 2.55, 50, 15, 109, 12, 7015930, 3562639, 5336, 829, 2678784, 2260992, 0, 0.507436, 0.156459, 62264, 30846, 0, 632, 584, 652, 1506, 1.0943019999999999, 0.129233, 426844, 54682, 14, 4600, 3832, 3542, 870
alsa-topology-conf, 1346547, 2.66, 44, 37, 76, 5, 6208670, 2818403, 3050, 868, 438272, 2162688, 0, 0.447146, 0.37196199999999996, 61416, 27292, 0, 160, 496, 392, 935, 0.7678889999999999, 0.05568, 80776, 21924, 0, 696, 3728, 943, 780
netbase, 1346518, 2.85, 39, 35, 68, 7, 3050691, 1826021, 2860, 792, 118784, 1822720, 0, 0.39504999999999996, 0.35286, 61504, 31381, 0, 168, 536, 421, 851, 0.686823, 0.07740799999999999, 78316, 23975, 0, 64, 3024, 1067, 832
pulseaudio-client-conf-sato, 1351176, 3.31, 40, 37, 63, 8, 2883034, 1851687, 2781, 800, 81920, 1851392, 0, 0.402551, 0.370978, 61768, 31605, 0, 144, 536, 389, 1086, 0.635622, 0.082384, 59648, 19543, 2, 16, 3080, 1041, 778
run-postinsts, 1358328, 2.83, 45, 34, 73, 10, 3013154, 1846899, 3295, 818, 102400, 1839104, 0, 0.459783, 0.34975, 62080, 30996, 0, 176, 584, 313, 785, 0.733559, 0.10227399999999999, 59960, 21116, 1, 24, 3008, 1301, 615
tzdata, 1346507, 12.77, 301, 89, 1916, 81, 28637973, 10888108, 95802, 3717, 7499776, 10227712, 0, 3.016031, 0.897396, 64416, 47122, 0, 176, 2144, 1898, 28064, 19.168553, 0.812913, 278976, 258655, 5, 14472, 17832, 42715, 20875
xcursor-transparent-theme, 1351119, 3.12, 58, 41, 131, 10, 3629176, 2178764, 7077, 852, 126976, 1937408, 0, 0.584257, 0.418454, 62212, 32195, 0, 224, 648, 415, 3657, 1.317394, 0.10805899999999999, 60064, 23748, 0, 24, 3136, 2275, 2026
shutdown-desktop, 1351064, 3.17, 37, 33, 78, 8, 2870770, 1804640, 2719, 792, 217088, 1826816, 0, 0.373372, 0.335657, 61704, 31745, 0, 408, 536, 356, 759, 0.7843209999999999, 0.081091, 59520, 19643, 1, 16, 3032, 839, 772
packagegroup-core-ssh-dropbear, 1350735, 2.71, 31, 37, 7, 5, 2667447, 1839484, 2339, 784, 53248, 1847296, 0, 0.314295, 0.376378, 61100, 27934, 0, 104, 520, 342, 646, 0.074585, 0.050241999999999995, 58916, 12227, 0, 0, 3088, 232, 384
ca-certificates, 1346510, 3.27, 62, 37, 179, 16, 5491252, 3007397, 9345, 1046, 626688, 2568192, 0, 0.6203569999999999, 0.376925, 61992, 31795, 0, 152, 672, 701, 2643, 1.7913199999999998, 0.160269, 226604, 62715, 0, 1072, 4344, 3881, 2011
cantarell-fonts, 1346538, 2.16, 39, 11, 75, 4, 3344833, 1554001, 2787, 636, 184320, 1155072, 0, 0.39138599999999996, 0.11741599999999999, 62376, 31481, 0, 16, 552, 446, 758, 0.752294, 0.049877, 60192, 18647, 2, 344, 1704, 1289, 872
packagegroup-core-x11-base, 1350090, 2.68, 22, 30, 8, 2, 2668055, 1821267, 2318, 783, 61440, 1839104, 0, 0.22664199999999998, 0.303538, 61096, 27892, 0, 120, 520, 353, 533, 0.087144, 0.026459999999999997, 58912, 12282, 0, 0, 3072, 532, 395
update-rc.d, 1346483, 2.87, 47, 34, 74, 7, 2955263, 1786856, 2941, 789, 786432, 1810432, 0, 0.47081, 0.34798999999999997, 61440, 31558, 0, 1480, 536, 416, 1028, 0.7492789999999999, 0.07663199999999999, 59256, 19511, 0, 56, 3000, 779, 933
liberation-fonts, 1346514, 2.81, 40, 30, 76, 7, 46509218, 16698528, 6834, 2141, 4489216, 7987200, 0, 0.400159, 0.303033, 61500, 27447, 0, 168, 512, 414, 945, 0.768092, 0.071648, 99980, 23361, 1, 8600, 15088, 1508, 809
adwaita-icon-theme, 3843808, 7.77, 190, 76, 839, 68, 353948598, 108900569, 78617, 12379, 172032, 39948288, 0, 1.9035099999999998, 0.763027, 63720, 42293, 0, 320, 1536, 28263, 1515, 8.39321, 0.684472, 242220, 133586, 3, 16, 76488, 44416, 18655
