Package, PID, Elapsed time, utime, stime, cutime, cstime, IO rchar, IO wchar, IO syscr, IO syscw, IO read_bytes, IO write_bytes, IO cancelled_write_bytes, rusage ru_utime, rusage ru_stime, rusage ru_maxrss, rusage ru_minflt, rusage ru_majflt, rusage ru_inblock, rusage ru_oublock, rusage ru_nvcsw, rusage ru_nivcsw, Child rusage ru_utime, Child rusage ru_stime, Child rusage ru_maxrss, Child rusage ru_minflt, Child rusage ru_majflt, Child rusage ru_inblock, Child rusage ru_oublock, Child rusage ru_nvcsw, Child rusage ru_nivcsw
libassuan-native, 703227, 0.05, 12, 3, 2, 0, 1835048, 1343465, 483, 381, 0, 1384448, 0, 0.128581, 0.032145, 68008, 8179, 0, 0, 136, 2, 3, 0.021529, 0.0, 62116, 629, 0, 0, 2568, 9, 1
kmod-native, 935287, 0.34, 16, 9, 2, 0, 3211342, 2285965, 827, 629, 12288, 2383872, 0, 0.167784, 0.098215, 69880, 7353, 0, 24, 144, 8, 103, 0.027053999999999998, 0.006222, 64992, 631, 0, 0, 4512, 7, 26
libcap-native, 158896, 0.03, 12, 1, 0, 0, 486602, 68648, 28, 49, 0, 69632, 0, 0.12911899999999998, 0.012104, 63040, 6914, 0, 0, 136, 0, 3, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0
libcap-ng-native, 98313, 0.04, 9, 1, 1, 0, 1825347, 1338095, 463, 375, 0, 1368064, 0, 0.098298, 0.011795, 62604, 7972, 0, 0, 136, 2, 3, 0.011778, 0.001138, 56500, 613, 0, 0, 2536, 7, 5
qemu-helper-native, 3997817, 0.92, 15, 10, 3, 1, 3084219, 1750983, 893, 494, 98304, 1908736, 0, 0.156502, 0.109552, 70876, 7525, 2, 192, 176, 26, 3, 0.039158, 0.01633, 65980, 631, 0, 0, 3552, 15, 5
libyaml-native, 706222, 0.45, 14, 0, 1, 0, 1824413, 1336695, 459, 373, 0, 1368064, 0, 0.14007, 0.008489, 68584, 8347, 0, 0, 136, 2, 54, 0.019274, 0.005042, 62504, 612, 0, 0, 2536, 15, 11
freetype-native, 401120, 0.08, 11, 2, 1, 0, 1309651, 828500, 346, 254, 0, 876544, 0, 0.115259, 0.023051, 65192, 8044, 0, 0, 152, 2, 216, 0.015238, 0.0, 59580, 606, 0, 0, 1560, 9, 11
tzcode-native, 684611, 0.03, 5, 0, 0, 0, 273528, 66880, 24, 45, 0, 69632, 0, 0.060034, 0.0040019999999999995, 66912, 6424, 0, 0, 136, 0, 3, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0
icon-naming-utils-native, 849187, 0.25, 13, 7, 2, 0, 2735803, 2024258, 684, 552, 0, 2097152, 0, 0.130083, 0.075532, 69316, 7079, 0, 0, 168, 2, 85, 0.02496, 0.006991, 64056, 640, 0, 0, 3928, 7, 8
libcomps-native, 978009, 0.21, 19, 8, 2, 0, 2365378, 1514157, 565, 421, 16384, 1568768, 0, 0.199005, 0.085288, 69688, 9381, 0, 32, 144, 8, 77, 0.021002, 0.006885, 64800, 637, 0, 0, 2920, 9, 19
libxfixes-native, 1144976, 0.35, 14, 8, 1, 1, 2655268, 1749918, 665, 488, 81920, 1826816, 0, 0.147883, 0.088729, 70768, 7427, 0, 152, 144, 21, 50, 0.014884999999999999, 0.014136999999999999, 65880, 637, 0, 8, 3424, 9, 10
util-linux-libuuid-native, 189824, 0.14, 12, 1, 0, 0, 1304865, 826760, 336, 251, 0, 856064, 0, 0.12326, 0.012326, 63976, 8089, 0, 0, 136, 2, 42, 0.006685, 0.00737, 58344, 612, 0, 0, 1536, 22, 8
libxcb-native, 998043, 0.18, 16, 8, 1, 1, 2636254, 1741426, 656, 484, 122880, 1814528, 0, 0.16558599999999998, 0.08279299999999999, 69568, 9242, 0, 240, 168, 15, 31, 0.014352, 0.014442, 64680, 634, 0, 0, 3376, 10, 2
dtc-native, 957277, 0.55, 21, 8, 1, 0, 2549472, 1513132, 619, 426, 12288, 1556480, 0, 0.212637, 0.084252, 69476, 9220, 0, 16, 144, 8, 92, 0.013862999999999999, 0.009226, 64252, 625, 0, 8, 2896, 9, 19
ca-certificates-native, 603087, 0.06, 7, 2, 1, 0, 1739676, 1263133, 395, 345, 0, 1273856, 0, 0.073779, 0.027181, 67244, 8464, 0, 0, 144, 2, 5, 0.010509, 0.0, 61392, 610, 0, 0, 2344, 9, 1
python3-pygments-native, 949816, 0.43, 18, 11, 2, 0, 2434921, 1540906, 577, 427, 0, 1585152, 0, 0.185655, 0.117043, 69688, 7258, 0, 0, 144, 3, 39, 0.022182, 0.0026769999999999997, 64776, 629, 0, 0, 2952, 9, 11
libpciaccess-native, 705114, 0.10, 15, 2, 1, 0, 1305810, 826187, 338, 251, 0, 856064, 0, 0.150955, 0.025158999999999997, 68616, 8417, 0, 0, 136, 2, 46, 0.013668, 0.0008349999999999999, 62512, 597, 0, 0, 1536, 9, 12
cmake-native, 599801, 0.05, 3, 2, 0, 0, 1553940, 1241748, 420, 343, 8192, 1286144, 0, 0.037172, 0.029737, 65532, 5761, 0, 16, 168, 4, 1, 0.006248999999999999, 0.004364, 60312, 612, 0, 0, 2344, 9, 4
flex-native, 69809, 0.02, 7, 1, 0, 0, 1837628, 1339947, 469, 378, 0, 1368064, 0, 0.070466, 0.012435, 62628, 8069, 0, 0, 136, 2, 3, 0.008695999999999999, 0.0035009999999999998, 56240, 618, 0, 0, 2536, 9, 0
unfs3-native, 798407, 0.39, 10, 1, 0, 0, 1847161, 1345474, 480, 378, 8192, 1384448, 0, 0.10529999999999999, 0.0162, 68764, 6125, 0, 16, 136, 3, 5, 0.007963999999999999, 0.006736, 63108, 614, 0, 0, 2568, 11, 4
libffi-native, 88760, 0.04, 9, 0, 0, 0, 1828176, 1338664, 465, 376, 0, 1368064, 0, 0.094841, 0.007903, 62524, 7874, 0, 0, 136, 2, 1, 0.008180999999999999, 0.004703, 56880, 615, 0, 0, 2536, 9, 0
m4-native, 44993, 0.01, 3, 0, 0, 0, 344801, 83807, 122, 61, 0, 94208, 0, 0.039574, 0.004397, 60756, 5324, 0, 0, 168, 2, 3, 0.0018089999999999998, 0.000883, 54984, 591, 0, 0, 16, 9, 3
make-native, 183623, 0.09, 12, 1, 1, 0, 1829394, 1341591, 475, 379, 0, 1380352, 0, 0.12329699999999999, 0.018681, 63932, 8066, 0, 0, 144, 2, 316, 0.015144, 0.0030299999999999997, 58320, 615, 0, 0, 2552, 9, 57
makedevs-native, 761211, 0.02, 10, 1, 0, 0, 484022, 67766, 24, 48, 0, 69632, 0, 0.106432, 0.017029, 68584, 7193, 0, 0, 136, 0, 101, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0
python3-markupsafe-native, 949809, 0.43, 21, 9, 2, 0, 2444394, 1545435, 581, 429, 4096, 1585152, 0, 0.21773699999999999, 0.09211899999999999, 69756, 7374, 0, 8, 144, 5, 34, 0.024485999999999997, 0.0, 64844, 626, 0, 0, 2952, 8, 4
texinfo-dummy-native, 9065, 0.01, 4, 1, 0, 0, 273224, 66511, 20, 44, 0, 69632, 0, 0.049808, 0.016602, 56588, 3917, 0, 0, 136, 0, 6, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0
cargo-native, 2751670, 0.71, 25, 18, 1, 0, 2255016, 1092365, 504, 317, 2101248, 1142784, 0, 0.259361, 0.18525799999999998, 72360, 9598, 0, 4096, 224, 190, 80, 0.013519, 0.0031, 67432, 630, 0, 8, 2008, 10, 3
