Package, PID, Elapsed time, utime, stime, cutime, cstime, IO rchar, IO wchar, IO syscr, IO syscw, IO read_bytes, IO write_bytes, IO cancelled_write_bytes, rusage ru_utime, rusage ru_stime, rusage ru_maxrss, rusage ru_minflt, rusage ru_majflt, rusage ru_inblock, rusage ru_oublock, rusage ru_nvcsw, rusage ru_nivcsw, Child rusage ru_utime, Child rusage ru_stime, Child rusage ru_maxrss, Child rusage ru_minflt, Child rusage ru_majflt, Child rusage ru_inblock, Child rusage ru_oublock, Child rusage ru_nvcsw, Child rusage ru_nivcsw
readline, 2226248, 0.40, 20, 2, 3, 2, 855210, 310486, 907, 320, 0, 208896, 0, 0.201366, 0.024657, 72500, 23536, 0, 0, 224, 71, 131, 0.032587, 0.029369, 69700, 6910, 0, 0, 184, 107, 110
libunistring, 2231682, 0.30, 16, 4, 3, 2, 1015690, 390082, 887, 323, 0, 266240, 0, 0.163076, 0.044846, 72240, 23452, 0, 0, 224, 50, 75, 0.033703, 0.021845999999999997, 69440, 6949, 0, 0, 296, 116, 97
sed, 2293070, 0.74, 21, 3, 4, 3, 1329394, 758875, 1454, 454, 0, 626688, 0, 0.21115599999999998, 0.036545999999999995, 72532, 23765, 0, 0, 368, 54, 132, 0.042204, 0.037717, 69704, 7087, 0, 0, 856, 167, 112
gconf, 3354395, 6.02, 27, 2, 7, 3, 1836243, 1274143, 2141, 606, 61440, 1081344, 0, 0.273929, 0.029053, 59836, 24198, 11, 120, 536, 77, 118, 0.071862, 0.035793, 56864, 7313, 0, 0, 1576, 156, 106
vulkan-headers, 1452248, 1.07, 20, 4, 4, 1, 726833, 229071, 879, 305, 0, 188416, 0, 0.20976399999999998, 0.040339, 70748, 23776, 0, 0, 216, 75, 48, 0.046797, 0.014277999999999999, 67948, 6890, 2, 0, 152, 101, 110
init-system-helpers, 1473662, 1.20, 18, 4, 4, 1, 736587, 242119, 897, 309, 0, 208896, 0, 0.186298, 0.041399, 70916, 23506, 0, 0, 224, 74, 287, 0.04878, 0.018355, 68112, 6914, 1, 0, 184, 115, 137
gtk+3, 3842569, 1.96, 22, 7, 6, 5, 3085648, 2138786, 2916, 790, 106496, 1748992, 0, 0.22688599999999998, 0.07090199999999999, 60876, 24972, 5, 72, 664, 61, 91, 0.064311, 0.055208, 58080, 7710, 0, 136, 2752, 178, 123
libxau, 1659573, 3.98, 18, 5, 5, 0, 775512, 265374, 884, 317, 0, 204800, 0, 0.18559, 0.050263999999999996, 71844, 23093, 0, 0, 224, 64, 121, 0.054944, 0.007506, 69044, 6903, 0, 0, 176, 149, 99
connman, 3571700, 1.08, 19, 2, 4, 2, 995719, 359473, 995, 337, 0, 274432, 0, 0.19234199999999999, 0.025644999999999998, 61000, 24228, 0, 0, 240, 77, 67, 0.043164999999999995, 0.021200999999999998, 58072, 6945, 0, 0, 296, 131, 121
xorgproto, 1454471, 0.86, 19, 4, 5, 0, 764744, 251708, 857, 317, 0, 208896, 0, 0.196273, 0.048066, 71468, 23312, 0, 0, 224, 53, 97, 0.058684999999999994, 0.00342, 68668, 6922, 0, 0, 184, 126, 85
