Package, PID, Elapsed time, utime, stime, cutime, cstime, IO rchar, IO wchar, IO syscr, IO syscw, IO read_bytes, IO write_bytes, IO cancelled_write_bytes, rusage ru_utime, rusage ru_stime, rusage ru_maxrss, rusage ru_minflt, rusage ru_majflt, rusage ru_inblock, rusage ru_oublock, rusage ru_nvcsw, rusage ru_nivcsw, Child rusage ru_utime, Child rusage ru_stime, Child rusage ru_maxrss, Child rusage ru_minflt, Child rusage ru_majflt, Child rusage ru_inblock, Child rusage ru_oublock, Child rusage ru_nvcsw, Child rusage ru_nivcsw
opkg-utils, 225593, 0.07, 5, 2, 3, 1, 1302856, 641861, 846, 256, 0, 679936, 4096, 0.051560999999999996, 0.022097, 62360, 9665, 0, 0, 136, 13, 9, 0.031464, 0.010365, 56616, 9547, 1, 0, 1192, 140, 9
zlib, 227194, 0.07, 6, 1, 4, 0, 1250478, 668595, 830, 284, 0, 704512, 4096, 0.06600199999999999, 0.011647, 62080, 8947, 0, 0, 144, 14, 8, 0.043192999999999995, 0.0022919999999999998, 56536, 9405, 0, 0, 1232, 143, 16
dropbear, 689520, 1.49, 14, 3, 14, 3, 2005498, 710195, 2030, 399, 0, 741376, 4096, 0.14740799999999998, 0.030348, 67596, 12851, 0, 0, 144, 21, 36, 0.143879, 0.031889, 61424, 28717, 0, 0, 1304, 481, 315
libxshmfence, 288371, 0.07, 9, 2, 2, 1, 858759, 128595, 734, 134, 0, 151552, 4096, 0.093817, 0.028553, 63164, 9640, 0, 0, 128, 13, 8, 0.029553999999999997, 0.013885999999999999, 57200, 9459, 0, 0, 168, 142, 11
shadow, 267401, 0.24, 10, 2, 17, 2, 3415729, 737414, 3311, 491, 0, 794624, 4096, 0.102934, 0.027712999999999998, 63428, 14094, 0, 0, 152, 29, 5, 0.174368, 0.023881, 57756, 47263, 0, 0, 1400, 756, 76
make, 549756, 0.07, 7, 1, 3, 0, 1428126, 648313, 878, 266, 0, 679936, 4096, 0.07259299999999999, 0.012098, 65288, 12755, 0, 0, 136, 13, 6, 0.032602, 0.0026509999999999997, 59228, 9457, 0, 0, 1192, 144, 6
libusb1, 349819, 0.61, 12, 1, 4, 1, 1260600, 660545, 858, 269, 0, 692224, 4096, 0.125464, 0.012546, 63716, 9233, 0, 0, 144, 14, 65, 0.047956, 0.015432, 57708, 9380, 0, 0, 1208, 146, 59
json-c, 332966, 0.15, 8, 2, 1, 0, 949104, 635335, 310, 208, 0, 651264, 4096, 0.085504, 0.020357999999999998, 63596, 7962, 0, 0, 128, 7, 83, 0.013937, 0.003427, 57956, 961, 0, 0, 1144, 12, 4
matchbox-terminal, 672691, 0.04, 6, 1, 0, 0, 1012458, 633882, 319, 205, 0, 647168, 4096, 0.065334, 0.011529, 66592, 10585, 0, 0, 120, 6, 7, 0.009092, 0.0011819999999999999, 60756, 972, 0, 0, 1144, 13, 3
libidn2, 266941, 0.07, 13, 1, 1, 0, 1202041, 637544, 356, 213, 0, 651264, 4096, 0.13694499999999998, 0.012449, 63324, 11918, 0, 0, 128, 6, 9, 0.011611, 0.003243, 57244, 970, 0, 0, 1144, 13, 4
grep, 634891, 0.04, 5, 1, 0, 0, 955929, 119745, 245, 82, 0, 131072, 4096, 0.057759, 0.016502, 66444, 10894, 0, 0, 128, 6, 3, 0.003926, 0.001782, 60624, 946, 0, 0, 128, 13, 0
librepo, 495436, 0.12, 8, 2, 6, 1, 1854887, 651401, 1574, 305, 0, 679936, 4096, 0.084466, 0.02011, 65184, 13413, 0, 0, 136, 17, 7, 0.06472, 0.012209999999999999, 58988, 18739, 0, 0, 1192, 293, 26
libcomps, 560680, 0.22, 7, 2, 8, 1, 1679241, 657656, 1494, 308, 151552, 696320, 4096, 0.070745, 0.024968999999999998, 65496, 13569, 0, 0, 136, 17, 19, 0.082178, 0.018657, 59808, 18882, 2, 296, 1224, 303, 113
mtdev, 410268, 0.55, 7, 2, 0, 1, 1083402, 633160, 330, 206, 0, 647168, 4096, 0.079565, 0.026521, 64180, 8734, 0, 0, 120, 7, 33, 0.003601, 0.012830999999999999, 58500, 961, 0, 0, 1144, 13, 32
util-macros, 247191, 0.08, 7, 1, 4, 1, 1383290, 709292, 862, 274, 0, 741376, 4096, 0.07386899999999999, 0.016415, 62976, 9649, 0, 0, 136, 13, 48, 0.044456999999999997, 0.011477, 56816, 9450, 0, 0, 1312, 144, 9
pulseaudio, 522635, 0.12, 8, 3, 8, 1, 1604884, 263847, 1994, 286, 0, 278528, 4096, 0.089728, 0.039012, 65636, 13329, 0, 0, 136, 21, 8, 0.081686, 0.011101, 59672, 28623, 0, 0, 408, 454, 29
libvorbis, 322877, 0.11, 9, 1, 3, 1, 1107158, 133758, 755, 134, 0, 159744, 4096, 0.09421099999999999, 0.016384, 63896, 9697, 0, 0, 128, 12, 20, 0.032986, 0.016416, 57800, 9249, 0, 0, 184, 149, 70
orc, 410533, 0.04, 11, 1, 0, 0, 498659, 121507, 191, 85, 0, 126976, 4096, 0.11259, 0.012990999999999999, 64212, 11956, 0, 0, 120, 6, 102, 0.007173, 0.002113, 58500, 943, 0, 0, 128, 13, 16
gdbm, 228870, 0.09, 13, 0, 3, 1, 1247824, 650278, 805, 269, 0, 684032, 4096, 0.139349, 0.007741, 62660, 11115, 0, 0, 144, 13, 3, 0.034154, 0.012124, 56872, 9365, 0, 0, 1192, 143, 9
