Package, PID, Elapsed time, utime, stime, cutime, cstime, IO rchar, IO wchar, IO syscr, IO syscw, IO read_bytes, IO write_bytes, IO cancelled_write_bytes, rusage ru_utime, rusage ru_stime, rusage ru_maxrss, rusage ru_minflt, rusage ru_majflt, rusage ru_inblock, rusage ru_oublock, rusage ru_nvcsw, rusage ru_nivcsw, Child rusage ru_utime, Child rusage ru_stime, Child rusage ru_maxrss, Child rusage ru_minflt, Child rusage ru_majflt, Child rusage ru_inblock, Child rusage ru_oublock, Child rusage ru_nvcsw, Child rusage ru_nivcsw
libassuan-native, 673034, 0.11, 7, 1, 8, 1, 4142962, 5952695, 1030, 1216, 0, 3239936, 0, 0.07036099999999999, 0.019544, 67572, 10702, 0, 0, 56, 8, 7, 0.087111, 0.013640999999999999, 63896, 2265, 0, 0, 6272, 563, 19
kmod-native, 412068, 0.38, 13, 2, 14, 6, 4880895, 2460642, 1845, 754, 12288, 3993600, 12288, 0.136231, 0.025543, 65212, 16271, 0, 0, 80, 35, 61, 0.149416, 0.067748, 61060, 16371, 0, 24, 7720, 110, 139
libcap-native, 155435, 0.07, 9, 0, 2, 1, 2350749, 2409946, 573, 711, 0, 2306048, 0, 0.09936099999999999, 0.00432, 63012, 12189, 0, 0, 136, 11, 7, 0.026989, 0.010329, 59140, 2803, 0, 0, 4368, 98, 11
libcap-ng-native, 26280, 0.02, 7, 0, 1, 0, 2905178, 3769007, 342, 392, 0, 2080768, 0, 0.074198, 0.007809999999999999, 60412, 7662, 0, 0, 56, 6, 3, 0.010569, 0.0027429999999999998, 56756, 1001, 0, 0, 4008, 62, 4
qemu-helper-native, 795214, 0.05, 5, 1, 0, 0, 296650, 21111, 83, 60, 0, 32768, 0, 0.05903, 0.012648999999999999, 67052, 7352, 0, 0, 56, 6, 101, 0.0031379999999999997, 0.004731, 63632, 746, 0, 0, 8, 5, 4
libyaml-native, 683144, 0.03, 9, 0, 1, 1, 4358826, 6323948, 493, 608, 0, 3436544, 0, 0.097858, 0.004254, 68020, 9901, 0, 0, 56, 6, 4, 0.014081999999999999, 0.010622999999999999, 64816, 999, 0, 0, 6656, 100, 9
freetype-native, 319754, 0.21, 12, 1, 12, 5, 22820613, 38317246, 4219, 5173, 12288, 21008384, 0, 0.12775799999999998, 0.012775, 65172, 11002, 0, 0, 128, 8, 73, 0.129225, 0.053314999999999994, 61524, 3609, 0, 24, 40904, 2155, 1112
tzcode-native, 621718, 0.18, 6, 1, 1, 1, 3396460, 4601010, 432, 418, 0, 2465792, 376832, 0.068447, 0.01521, 65744, 7688, 0, 0, 64, 8, 19, 0.019313999999999998, 0.010653, 62288, 1705, 0, 0, 4752, 81, 45
icon-naming-utils-native, 672542, 0.01, 7, 0, 0, 0, 884431, 550387, 143, 115, 0, 323584, 0, 0.08000199999999999, 0.004, 67524, 9817, 0, 0, 56, 6, 3, 0.006529, 0.0, 63860, 968, 0, 0, 576, 14, 1
libcomps-native, 692233, 0.54, 12, 4, 15, 7, 4850989, 14864510, 1902, 1295, 0, 15421440, 12288, 0.127365, 0.045194, 67836, 16213, 0, 0, 72, 36, 112, 0.153276, 0.07775599999999999, 64652, 19203, 1, 0, 30048, 136, 243
libxfixes-native, 411150, 0.11, 14, 3, 2, 1, 3139642, 4097281, 683, 635, 8192, 2408448, 0, 0.143395, 0.031004, 65212, 10954, 0, 8, 128, 8, 33, 0.025202, 0.013875, 61316, 1958, 0, 8, 4576, 214, 161
